Position,code,recommendations,country,theme_code,description
Supported,186.212.,Adopt further measures to fully ensure the right to education of children accompanying rural workers migrating to urban areas ,Italy,G4,Migrants
Supported,186.212.,Adopt further measures to fully ensure the right to education of children accompanying rural workers migrating to urban areas ,Italy,B41,Right to development
Supported,186.212.,Adopt further measures to fully ensure the right to education of children accompanying rural workers migrating to urban areas ,Italy,F31,Children: definition; general principles; protectionAffected persons:- children- migrants
Supported,186.214.,Continue to make efforts to promote the right to education for children of migrant workers from rural areas ,Republic of Korea,E51,Right to education - General
Supported,186.214.,Continue to make efforts to promote the right to education for children of migrant workers from rural areas ,Republic of Korea,B31,Equality & non-discrimination
Supported,186.214.,Continue to make efforts to promote the right to education for children of migrant workers from rural areas ,Republic of Korea,G4,Migrants
Supported,186.214.,Continue to make efforts to promote the right to education for children of migrant workers from rural areas ,Republic of Korea,B41,Right to development
Supported,186.214.,Continue to make efforts to promote the right to education for children of migrant workers from rural areas ,Republic of Korea,F31,Children: definition; general principles; protectionAffected persons:- children- migrants
Supported,186.211.,Guarantee the right to education for children of migrant workers ,Chad,E51,Right to education - General
Supported,186.211.,Guarantee the right to education for children of migrant workers ,Chad,B31,Equality & non-discrimination
Supported,186.211.,Guarantee the right to education for children of migrant workers ,Chad,G4,Migrants
Supported,186.211.,Guarantee the right to education for children of migrant workers ,Chad,F31,Children: definition; general principles; protectionAffected persons:- children- migrants
Supported,186.213.,Continue to attach great importance to safeguarding the compulsory education rights of children accompanying rural migrant workers ,Lesotho,E51,Right to education - General
Supported,186.213.,Continue to attach great importance to safeguarding the compulsory education rights of children accompanying rural migrant workers ,Lesotho,B31,Equality & non-discrimination
Supported,186.213.,Continue to attach great importance to safeguarding the compulsory education rights of children accompanying rural migrant workers ,Lesotho,G4,Migrants
Supported,186.213.,Continue to attach great importance to safeguarding the compulsory education rights of children accompanying rural migrant workers ,Lesotho,F31,Children: definition; general principles; protectionAffected persons:- children- migrants
Supported,186.215.,"Allocate more educational resources to central and western regions, rural areas, remote and border areas, and in ethnic minority areas ",South Sudan,E51,Right to education - General
Supported,186.215.,"Allocate more educational resources to central and western regions, rural areas, remote and border areas, and in ethnic minority areas ",South Sudan,B41,Right to development
Supported,186.215.,"Allocate more educational resources to central and western regions, rural areas, remote and border areas, and in ethnic minority areas ",South Sudan,G1,Members of minorities
Supported,186.215.,"Allocate more educational resources to central and western regions, rural areas, remote and border areas, and in ethnic minority areas ",South Sudan,A63,Budget and resources (for human rights implementation)
Supported,186.215.,"Allocate more educational resources to central and western regions, rural areas, remote and border areas, and in ethnic minority areas ",South Sudan,H4,"Persons living in rural areasAffected persons:- general- persons living in rural areas- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.216.,"Better the conditions of urban schools, especially in the poor neighbourhoods ",South Sudan,E51,Right to education - General
Supported,186.216.,"Better the conditions of urban schools, especially in the poor neighbourhoods ",South Sudan,E25,Human rights & povertyAffected persons:- general- persons living in poverty
Supported,186.218.,Continue to extend its State scholarship programmes to ensure that students do not drop out of school because of poverty ,Zimbabwe,E51,Right to education - General
Supported,186.218.,Continue to extend its State scholarship programmes to ensure that students do not drop out of school because of poverty ,Zimbabwe,E25,Human rights & povertyAffected persons:- general- persons living in poverty
Supported,186.217.,Raise the education level of the disabled and make sure that school-age disabled children generally receive compulsory education ,Jordan,E51,Right to education - General
Supported,186.217.,Raise the education level of the disabled and make sure that school-age disabled children generally receive compulsory education ,Jordan,F41,"Persons with disabilities: definition, general principles"
Supported,186.217.,Raise the education level of the disabled and make sure that school-age disabled children generally receive compulsory education ,Jordan,F45,"Persons with disabilities: independence, inclusionAffected persons:- children- persons with disabilities"
Supported,186.91.,Take further measures to promote gender equality and eradicate stereotypes regarding the roles and responsibilities of women in society ,Republic of Moldova,F12,Discrimination against womenAffected persons:- women
Supported,186.93.,Further expand and consolidate achievements made in promoting women’s rights and well-being in tandem with its policy and practice of protecting and promoting human dignity ,Eritrea,F12,Discrimination against womenAffected persons:- women
Supported,186.92.,Undertake further efforts to eliminate gender discrimination in the labour market and guarantee equal pay for equal work (Bolivia ),Bolivia (Plurinational State of,F12,Discrimination against women
Supported,186.92.,Undertake further efforts to eliminate gender discrimination in the labour market and guarantee equal pay for equal work (Bolivia ),Bolivia (Plurinational State of,E31,Right to work
Supported,186.92.,Undertake further efforts to eliminate gender discrimination in the labour market and guarantee equal pay for equal work (Bolivia ),Bolivia (Plurinational State of,E32,Right to just and favourable conditions of workAffected persons:- women
Supported,186.99.,"Exert more efforts and take measures to promote women’s rights and protection in accordance to traditional Chinese norms and values, to achieve more progress in various fields ",Oman,F12,Discrimination against women
Supported,186.99.,"Exert more efforts and take measures to promote women’s rights and protection in accordance to traditional Chinese norms and values, to achieve more progress in various fields ",Oman,F13,Violence against womenAffected persons:- women
Noted,186.94.,"Implement measures to address the sex ratio imbalance in its population given the harm that occurs when many women and girls are missing, and put in place safeguards that ensure policies related to the family are consent-based ",Canada,F12,Discrimination against women
Noted,186.94.,"Implement measures to address the sex ratio imbalance in its population given the harm that occurs when many women and girls are missing, and put in place safeguards that ensure policies related to the family are consent-based ",Canada,F19,Girls
Noted,186.94.,"Implement measures to address the sex ratio imbalance in its population given the harm that occurs when many women and girls are missing, and put in place safeguards that ensure policies related to the family are consent-based ",Canada,D8,Rights related to marriage & family
Noted,186.94.,"Implement measures to address the sex ratio imbalance in its population given the harm that occurs when many women and girls are missing, and put in place safeguards that ensure policies related to the family are consent-based ",Canada,A42,Institutions & policies - General
Noted,186.94.,"Implement measures to address the sex ratio imbalance in its population given the harm that occurs when many women and girls are missing, and put in place safeguards that ensure policies related to the family are consent-based ",Canada,F31,Children: definition; general principles; protectionAffected persons:- girls- women
Supported,186.95.,Adopt a comprehensive law for combatting domestic violence ,Republic of Moldova,F13,Violence against women
Supported,186.95.,Adopt a comprehensive law for combatting domestic violence ,Republic of Moldova,D29,Domestic violenceAffected persons:- general- children- women
Supported,186.171.,Make efforts to ensure the participation of women in public affairs especially in Village Committees ,India,F14,Participation of women in political and public life 
Supported,186.171.,Make efforts to ensure the participation of women in public affairs especially in Village Committees ,India,D7,Right to participation in public affairs and right to voteAffected persons:- women
Supported,186.77.,Continue to protect the rights of children ,Mauritius,F31,Children: definition; general principles; protectionAffected persons:- children
Supported,186.79.,Continue its efforts to successfully achieve the Child Development P lan 2011-2020 set by the State Council in 2011 ,United Arab Emirates,F31,Children: definition; general principles; protectionAffected persons:- children
Supported,186.86.,Ensure proper registration of all boys and girls born in China in order to protect their rights to legal personality and equality before the law ,Mexico,F31,Children: definition; general principles; protection
Supported,186.86.,Ensure proper registration of all boys and girls born in China in order to protect their rights to legal personality and equality before the law ,Mexico,D6,"Rights related to name, identity, nationality"
Supported,186.86.,Ensure proper registration of all boys and girls born in China in order to protect their rights to legal personality and equality before the law ,Mexico,F19,GirlsAffected persons:- children- girls
Supported,186.87.,"Give priority to protecting the rights of girl children by ensuring that all girls are registered at birth, implement wide awareness raising campaigns on the human rights of girls and promote their education ",Slovenia,F31,Children: definition; general principles; protection
Supported,186.87.,"Give priority to protecting the rights of girl children by ensuring that all girls are registered at birth, implement wide awareness raising campaigns on the human rights of girls and promote their education ",Slovenia,D6,"Rights related to name, identity, nationality"
Supported,186.87.,"Give priority to protecting the rights of girl children by ensuring that all girls are registered at birth, implement wide awareness raising campaigns on the human rights of girls and promote their education ",Slovenia,F19,Girls
Supported,186.87.,"Give priority to protecting the rights of girl children by ensuring that all girls are registered at birth, implement wide awareness raising campaigns on the human rights of girls and promote their education ",Slovenia,A54,Awareness raising and dissemination
Supported,186.87.,"Give priority to protecting the rights of girl children by ensuring that all girls are registered at birth, implement wide awareness raising campaigns on the human rights of girls and promote their education ",Slovenia,F12,Discrimination against women
Supported,186.87.,"Give priority to protecting the rights of girl children by ensuring that all girls are registered at birth, implement wide awareness raising campaigns on the human rights of girls and promote their education ",Slovenia,E51,Right to education - GeneralAffected persons:- children- girls
Supported,186.78.,"Further enhance the rights of children, especially orphaned and disabled children, children affected by HIV/AIDS and children from poor households ",South Africa,F31,Children: definition; general principles; protection
Supported,186.78.,"Further enhance the rights of children, especially orphaned and disabled children, children affected by HIV/AIDS and children from poor households ",South Africa,E25,Human rights & poverty
Supported,186.78.,"Further enhance the rights of children, especially orphaned and disabled children, children affected by HIV/AIDS and children from poor households ",South Africa,H3,Persons living with HIV/AIDS
Supported,186.78.,"Further enhance the rights of children, especially orphaned and disabled children, children affected by HIV/AIDS and children from poor households ",South Africa,F4,Persons with disabilities
Supported,186.78.,"Further enhance the rights of children, especially orphaned and disabled children, children affected by HIV/AIDS and children from poor households ",South Africa,F32,Children: family environment and alternative care
Supported,186.78.,"Further enhance the rights of children, especially orphaned and disabled children, children affected by HIV/AIDS and children from poor households ",South Africa,E41,Right to health - GeneralAffected persons:- persons living with HIV/AIDS- children- persons living in poverty- persons with disabilities
Supported,186.80.,"Continue its effort to promote and protect the rights of children including further action against the abduction, maltreatment and abandonment of children ",Ethiopia,F31,Children: definition; general principles; protection
Supported,186.80.,"Continue its effort to promote and protect the rights of children including further action against the abduction, maltreatment and abandonment of children ",Ethiopia,F32,Children: family environment and alternative careAffected persons:- children
Supported,186.101.,Increase efforts to combat the stigma associated with boys and girls with disabilities and review the family planning policy with the aim of combatting the deep causes of abandonment of boys and girls with disabilities as well as to provide sufficient community services and assistance in rural regions ,Uruguay,F32,Children: family environment and alternative care
Supported,186.101.,Increase efforts to combat the stigma associated with boys and girls with disabilities and review the family planning policy with the aim of combatting the deep causes of abandonment of boys and girls with disabilities as well as to provide sufficient community services and assistance in rural regions ,Uruguay,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.101.,Increase efforts to combat the stigma associated with boys and girls with disabilities and review the family planning policy with the aim of combatting the deep causes of abandonment of boys and girls with disabilities as well as to provide sufficient community services and assistance in rural regions ,Uruguay,F19,Girls
Supported,186.101.,Increase efforts to combat the stigma associated with boys and girls with disabilities and review the family planning policy with the aim of combatting the deep causes of abandonment of boys and girls with disabilities as well as to provide sufficient community services and assistance in rural regions ,Uruguay,F4,Persons with disabilities
Supported,186.101.,Increase efforts to combat the stigma associated with boys and girls with disabilities and review the family planning policy with the aim of combatting the deep causes of abandonment of boys and girls with disabilities as well as to provide sufficient community services and assistance in rural regions ,Uruguay,B41,Right to development
Supported,186.101.,Increase efforts to combat the stigma associated with boys and girls with disabilities and review the family planning policy with the aim of combatting the deep causes of abandonment of boys and girls with disabilities as well as to provide sufficient community services and assistance in rural regions ,Uruguay,F31,Children: definition; general principles; protection
Supported,186.101.,Increase efforts to combat the stigma associated with boys and girls with disabilities and review the family planning policy with the aim of combatting the deep causes of abandonment of boys and girls with disabilities as well as to provide sufficient community services and assistance in rural regions ,Uruguay,E41,Right to health - General
Supported,186.101.,Increase efforts to combat the stigma associated with boys and girls with disabilities and review the family planning policy with the aim of combatting the deep causes of abandonment of boys and girls with disabilities as well as to provide sufficient community services and assistance in rural regions ,Uruguay,H4,Persons living in rural areasAffected persons:- children- girls- persons living in rural areas- persons with disabilities
Noted,186.82.,Increase efforts to gather data on child abuse with the aim of supporting policy formulation process ,Italy,F32,Children: family environment and alternative care
Noted,186.82.,Increase efforts to gather data on child abuse with the aim of supporting policy formulation process ,Italy,F33,Children: protection against exploitation
Noted,186.82.,Increase efforts to gather data on child abuse with the aim of supporting policy formulation process ,Italy,A42,Institutions & policies - General
Noted,186.82.,Increase efforts to gather data on child abuse with the aim of supporting policy formulation process ,Italy,A62,Statistics and indicatorsAffected persons:- children
Supported,186.104.,Continue with efforts to combat discrimination and abandonment of children with disabilities ,Argentina,F32,Children: family environment and alternative care
Supported,186.104.,Continue with efforts to combat discrimination and abandonment of children with disabilities ,Argentina,F4,Persons with disabilities
Supported,186.104.,Continue with efforts to combat discrimination and abandonment of children with disabilities ,Argentina,F31,Children: definition; general principles; protectionAffected persons:- children- persons with disabilities
Supported,186.81.,"Increase the number of institutions provid ing professional services for the upbringing and protect ion of orphans, protect ion of homeless children and the rehabilitat ion of children with disabilities ",Kuwait,F32,Children: family environment and alternative care
Supported,186.81.,"Increase the number of institutions provid ing professional services for the upbringing and protect ion of orphans, protect ion of homeless children and the rehabilitat ion of children with disabilities ",Kuwait,F4,Persons with disabilities
Supported,186.81.,"Increase the number of institutions provid ing professional services for the upbringing and protect ion of orphans, protect ion of homeless children and the rehabilitat ion of children with disabilities ",Kuwait,F31,Children: definition; general principles; protection
Supported,186.81.,"Increase the number of institutions provid ing professional services for the upbringing and protect ion of orphans, protect ion of homeless children and the rehabilitat ion of children with disabilities ",Kuwait,E23,Right to adequate housingAffected persons:- children in street situations- children- persons with disabilities
Supported,186.83.,"Create national and local-level systems to protect children from all forms of exploitation, including child labour ",Finland,F33,Children: protection against exploitationAffected persons:- children
Supported,186.134.,Continue to guarantee young people the access to legal assistance in conformity with the law ,Djibouti,F34,Children: Juvenile justice
Supported,186.134.,Continue to guarantee young people the access to legal assistance in conformity with the law ,Djibouti,D51,Administration of justice & fair trialAffected persons:- general- children
Supported,186.102.,Continue actions to address the needs of persons with disabilities ,Senegal,F4,Persons with disabilitiesAffected persons:- persons with disabilities
Supported,186.105.,Continue to implement policies and programmes aimed at fulfilling the interests of the disabled ,Zimbabwe,F4,Persons with disabilitiesAffected persons:- persons with disabilities
Supported,186.106.,Continue its ongoing efforts to protect the rights of persons with disabilities through relevant laws and regulations ,Brunei Darussalam,F4,Persons with disabilities
Supported,186.106.,Continue its ongoing efforts to protect the rights of persons with disabilities through relevant laws and regulations ,Brunei Darussalam,A41,Constitutional and legislative frameworkAffected persons:- persons with disabilities
Supported,186.100.,"Introduce a comprehensive and inclusive national plan of action to guarantee the rights of persons with disabilities, in accordance with international human rights law ",Brazil,F4,Persons with disabilities
Supported,186.100.,"Introduce a comprehensive and inclusive national plan of action to guarantee the rights of persons with disabilities, in accordance with international human rights law ",Brazil,A42,Institutions & policies - General
Supported,186.100.,"Introduce a comprehensive and inclusive national plan of action to guarantee the rights of persons with disabilities, in accordance with international human rights law ",Brazil,A12,Acceptance of international normsAffected persons:- persons with disabilities
Supported,186.103.,"Introduce policies oriented towards a better inclusion of all persons with disabilities in all areas of society, in particular children ",Costa Rica,F4,Persons with disabilities
Supported,186.103.,"Introduce policies oriented towards a better inclusion of all persons with disabilities in all areas of society, in particular children ",Costa Rica,F31,Children: definition; general principles; protection
Supported,186.103.,"Introduce policies oriented towards a better inclusion of all persons with disabilities in all areas of society, in particular children ",Costa Rica,F45,"Persons with disabilities: independence, inclusionAffected persons:- children- persons with disabilities"
Supported,186.223.,Continue to guarantee the rights of ethnic minorities on an equal footing and in accordance with the law (Venezuela ),Venezuela (Bolivarian Republic of,G1,"Members of minoritiesAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.234.,"Protect the rights of ethnic minority groups, including Tibetans, Uighurs, and Mongolians, in accordance with China ’s Constitution and international human rights commitments ",United States of America,G1,"Members of minoritiesAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Noted,186.236.,Resume the two-way dialogue in Tibet ,New Zealand,G1,Members of minorities
Noted,186.236.,Resume the two-way dialogue in Tibet ,New Zealand,A47,"Good governanceAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Noted,186.233.,"Protect ethnic and religious minorities, including Tibetans and Uyghurs , stop all disproportionate policies against them, while addressing their discontent in a non-violent, dialogical way ",Czech Republic,G1,Members of minorities
Noted,186.233.,"Protect ethnic and religious minorities, including Tibetans and Uyghurs , stop all disproportionate policies against them, while addressing their discontent in a non-violent, dialogical way ",Czech Republic,B31,Equality & non-discrimination
Noted,186.233.,"Protect ethnic and religious minorities, including Tibetans and Uyghurs , stop all disproportionate policies against them, while addressing their discontent in a non-violent, dialogical way ",Czech Republic,A47,Good governance
Noted,186.233.,"Protect ethnic and religious minorities, including Tibetans and Uyghurs , stop all disproportionate policies against them, while addressing their discontent in a non-violent, dialogical way ",Czech Republic,B32,"Racial discriminationAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.238.,Step up measures to bring to justice persons who instigate others to commit acts of self-immolation ,Uzbekistan,G1,Members of minorities
Supported,186.238.,Step up measures to bring to justice persons who instigate others to commit acts of self-immolation ,Uzbekistan,B51,Right to an effective remedy
Supported,186.238.,Step up measures to bring to justice persons who instigate others to commit acts of self-immolation ,Uzbekistan,A12,"Acceptance of international normsAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.237.,"Strengthen ing of efforts to take action against criminals who instigate, intimidate or help others to commit self-immolations ",Pakistan,G1,Members of minorities
Supported,186.237.,"Strengthen ing of efforts to take action against criminals who instigate, intimidate or help others to commit self-immolations ",Pakistan,D1,"Civil & political rights - general measures of implementationAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Noted,186.225.,Permanently lift restrictions on access to minority areas ,Australia,G1,Members of minorities
Noted,186.225.,Permanently lift restrictions on access to minority areas ,Australia,D41,"Freedom of movementAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Noted,186.232.,"Ensure democratic participation of members of all ethnic minorities and allow unhindered access to all minority areas, including Tibet ",Germany,G1,Members of minorities
Noted,186.232.,"Ensure democratic participation of members of all ethnic minorities and allow unhindered access to all minority areas, including Tibet ",Germany,D41,Freedom of movement
Noted,186.232.,"Ensure democratic participation of members of all ethnic minorities and allow unhindered access to all minority areas, including Tibet ",Germany,D7,"Right to participation in public affairs and right to voteAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Noted,186.235.,"In light of concerns about the situation of huma n rights in Xinjiang and Tibet , respond to the invitation addressed to the Special Rapporteur on freedom of religion o r belief to visit these regions ",France,G1,Members of minorities
Noted,186.235.,"In light of concerns about the situation of huma n rights in Xinjiang and Tibet , respond to the invitation addressed to the Special Rapporteur on freedom of religion o r belief to visit these regions ",France,D42,"Freedom of thought, conscience and religion"
Noted,186.235.,"In light of concerns about the situation of huma n rights in Xinjiang and Tibet , respond to the invitation addressed to the Special Rapporteur on freedom of religion o r belief to visit these regions ",France,A24,"Cooperation with special proceduresAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.197.,Continue advancing the construction of permanent houses for farmers and herdsmen in the region on a voluntary basis and in their real needs ,Turkmenistan,G1,Members of minorities
Supported,186.197.,Continue advancing the construction of permanent houses for farmers and herdsmen in the region on a voluntary basis and in their real needs ,Turkmenistan,D7,Right to participation in public affairs and right to vote
Supported,186.197.,Continue advancing the construction of permanent houses for farmers and herdsmen in the region on a voluntary basis and in their real needs ,Turkmenistan,E23,"Right to adequate housingAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.231.,"Continue measures to further economic and social development of Xinjiang Uygur Autonomous Region, to protect the right to freedom of religion and belief as well as to maintain stability in this autonomous region. ",Tajikistan,G1,Members of minorities
Supported,186.231.,"Continue measures to further economic and social development of Xinjiang Uygur Autonomous Region, to protect the right to freedom of religion and belief as well as to maintain stability in this autonomous region. ",Tajikistan,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.231.,"Continue measures to further economic and social development of Xinjiang Uygur Autonomous Region, to protect the right to freedom of religion and belief as well as to maintain stability in this autonomous region. ",Tajikistan,D42,"Freedom of thought, conscience and religion"
Supported,186.231.,"Continue measures to further economic and social development of Xinjiang Uygur Autonomous Region, to protect the right to freedom of religion and belief as well as to maintain stability in this autonomous region. ",Tajikistan,B41,"Right to developmentAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.224.,"Strengthen protection of ethnic minorities’ religious, socio-economic and political rights, ensuring reports of violations are promptly and transparently investigated ",Australia,G1,Members of minorities
Supported,186.224.,"Strengthen protection of ethnic minorities’ religious, socio-economic and political rights, ensuring reports of violations are promptly and transparently investigated ",Australia,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.224.,"Strengthen protection of ethnic minorities’ religious, socio-economic and political rights, ensuring reports of violations are promptly and transparently investigated ",Australia,D51,Administration of justice & fair trial
Supported,186.224.,"Strengthen protection of ethnic minorities’ religious, socio-economic and political rights, ensuring reports of violations are promptly and transparently investigated ",Australia,D42,"Freedom of thought, conscience and religion"
Supported,186.224.,"Strengthen protection of ethnic minorities’ religious, socio-economic and political rights, ensuring reports of violations are promptly and transparently investigated ",Australia,B51,Right to an effective remedy
Supported,186.224.,"Strengthen protection of ethnic minorities’ religious, socio-economic and political rights, ensuring reports of violations are promptly and transparently investigated ",Australia,D7,"Right to participation in public affairs and right to voteAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.226.,Continue to promote economic development in ethnic minority regions and strengthen their capacity for development ,India,G1,Members of minorities
Supported,186.226.,Continue to promote economic development in ethnic minority regions and strengthen their capacity for development ,India,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.226.,Continue to promote economic development in ethnic minority regions and strengthen their capacity for development ,India,D7,"Right to participation in public affairs and right to voteAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.228,". Continue to carry out the system of regional autonomy in ethnic areas and give more favourable conditions to ethnic minorities for participating in the fields of politics, economy and culture ",Viet Nam,G1,Members of minorities
Supported,186.228,". Continue to carry out the system of regional autonomy in ethnic areas and give more favourable conditions to ethnic minorities for participating in the fields of politics, economy and culture ",Viet Nam,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.228,". Continue to carry out the system of regional autonomy in ethnic areas and give more favourable conditions to ethnic minorities for participating in the fields of politics, economy and culture ",Viet Nam,E7,Cultural rights
Supported,186.228,". Continue to carry out the system of regional autonomy in ethnic areas and give more favourable conditions to ethnic minorities for participating in the fields of politics, economy and culture ",Viet Nam,B41,Right to development
Supported,186.228,". Continue to carry out the system of regional autonomy in ethnic areas and give more favourable conditions to ethnic minorities for participating in the fields of politics, economy and culture ",Viet Nam,D7,"Right to participation in public affairs and right to voteAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.229.,"Continue carrying out the system of regional autonomy in the ethnic minorities areas and give a more special treatment to ethnic minorities in politics, the economy, culture and education ",Cuba,G1,Members of minorities
Supported,186.229.,"Continue carrying out the system of regional autonomy in the ethnic minorities areas and give a more special treatment to ethnic minorities in politics, the economy, culture and education ",Cuba,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.229.,"Continue carrying out the system of regional autonomy in the ethnic minorities areas and give a more special treatment to ethnic minorities in politics, the economy, culture and education ",Cuba,E7,Cultural rights
Supported,186.229.,"Continue carrying out the system of regional autonomy in the ethnic minorities areas and give a more special treatment to ethnic minorities in politics, the economy, culture and education ",Cuba,B41,Right to development
Supported,186.229.,"Continue carrying out the system of regional autonomy in the ethnic minorities areas and give a more special treatment to ethnic minorities in politics, the economy, culture and education ",Cuba,D7,Right to participation in public affairs and right to vote
Supported,186.229.,"Continue carrying out the system of regional autonomy in the ethnic minorities areas and give a more special treatment to ethnic minorities in politics, the economy, culture and education ",Cuba,E51,"Right to education - GeneralAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.196.,Continue advancing the right to housing for farmers and herdsmen ,Nepal,G1,Members of minorities
Supported,186.196.,Continue advancing the right to housing for farmers and herdsmen ,Nepal,E23,"Right to adequate housingAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.220.,"Exert more efforts to protect cultures, especially those of ethnic minorities, and to promote the protection of cultural relics ",Iraq,G1,Members of minorities
Supported,186.220.,"Exert more efforts to protect cultures, especially those of ethnic minorities, and to promote the protection of cultural relics ",Iraq,E7,"Cultural rightsAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.221.,"Make further efforts for securing all human rights, including cultural rights of minorities ",Japan,G1,Members of minorities
Supported,186.221.,"Make further efforts for securing all human rights, including cultural rights of minorities ",Japan,E7,"Cultural rightsAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Noted,186.230.,"Take urgent steps to fully respect the rights of ethnic minorities, including peaceful political and religious practices and expressions of cultural identity ",Sweden,G1,Members of minorities
Noted,186.230.,"Take urgent steps to fully respect the rights of ethnic minorities, including peaceful political and religious practices and expressions of cultural identity ",Sweden,E7,Cultural rights
Noted,186.230.,"Take urgent steps to fully respect the rights of ethnic minorities, including peaceful political and religious practices and expressions of cultural identity ",Sweden,D42,"Freedom of thought, conscience and religion"
Noted,186.230.,"Take urgent steps to fully respect the rights of ethnic minorities, including peaceful political and religious practices and expressions of cultural identity ",Sweden,D7,"Right to participation in public affairs and right to voteAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.222.,"Take further legislative and practical measures to allow ethnic minorities to preserve their cultural identity, to fully exercise their human rights and to ensure their participation in decision-making, in accordance with the Chinese Constitution ",Austria,G1,Members of minorities
Supported,186.222.,"Take further legislative and practical measures to allow ethnic minorities to preserve their cultural identity, to fully exercise their human rights and to ensure their participation in decision-making, in accordance with the Chinese Constitution ",Austria,E7,Cultural rights
Supported,186.222.,"Take further legislative and practical measures to allow ethnic minorities to preserve their cultural identity, to fully exercise their human rights and to ensure their participation in decision-making, in accordance with the Chinese Constitution ",Austria,D7,"Right to participation in public affairs and right to voteAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.219.,"Continue pursuing measures and policy aimed at ensuring the rights of ethnic minorities’ learning, writing and the development of their own languages according to the relevant laws ",Cambodia,G1,Members of minorities
Supported,186.219.,"Continue pursuing measures and policy aimed at ensuring the rights of ethnic minorities’ learning, writing and the development of their own languages according to the relevant laws ",Cambodia,E7,Cultural rights
Supported,186.219.,"Continue pursuing measures and policy aimed at ensuring the rights of ethnic minorities’ learning, writing and the development of their own languages according to the relevant laws ",Cambodia,E51,"Right to education - GeneralAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.242.,Accept the recommendations of UNHCR on refugee issues including the adoption of national asylum legislation ,Republic of Korea,G5,Refugees & asylum seekers
Supported,186.242.,Accept the recommendations of UNHCR on refugee issues including the adoption of national asylum legislation ,Republic of Korea,A28,Cooperation with other international mechanisms and institutions
Supported,186.242.,Accept the recommendations of UNHCR on refugee issues including the adoption of national asylum legislation ,Republic of Korea,A41,Constitutional and legislative frameworkAffected persons:- refugees & asylum seekers
Noted,186.241.,"Protect North Korean refugees in accordance with international law, honouring the principle of non-refoulement ",Czech Republic,G5,Refugees & asylum seekers
Noted,186.241.,"Protect North Korean refugees in accordance with international law, honouring the principle of non-refoulement ",Czech Republic,D25,"Prohibition of torture and cruel, inhuman or degrading treatmentAffected persons:- refugees & asylum seekers"
Noted,186.243.,"Provide adequate protection to asylum seekers and cross-border refugees including especially those from neighbouring countries, in accordance with humanitarian considerations and relevant international norms such as the principle of non-refoulement ",Republic of Korea,G5,Refugees & asylum seekers
Noted,186.243.,"Provide adequate protection to asylum seekers and cross-border refugees including especially those from neighbouring countries, in accordance with humanitarian considerations and relevant international norms such as the principle of non-refoulement ",Republic of Korea,D25,"Prohibition of torture and cruel, inhuman or degrading treatmentAffected persons:- refugees & asylum seekers"
Supported,186.146.,Strengthen legislation to prevent the unlawful from undermining other people's interests in the name of human rights defenders ,Saudi Arabia,H1,Human rights defendersAffected persons:- human rights defenders- general
Supported,186.62.,"Ensure that human rights defenders can exercise their legitimate activities, including participation in international mechanisms, without being subjected to reprisals ",Switzerland,H1,Human rights defenders
Supported,186.62.,"Ensure that human rights defenders can exercise their legitimate activities, including participation in international mechanisms, without being subjected to reprisals ",Switzerland,A28,Cooperation with other international mechanisms and institutions
Supported,186.62.,"Ensure that human rights defenders can exercise their legitimate activities, including participation in international mechanisms, without being subjected to reprisals ",Switzerland,A22,Cooperation with treaty bodies
